NUMERO> ;NOME>                    ;SNS>       ;ABO;Rh>;SEXO>;DATA NASC.> ;RUA>                    ;CÓD. POSTAL>;LOCALIDADE>     ;PAÍS>        ;E-MAIL>                                   ;TEL.>     ;TELM.>    
551172;Maryam Burton;859897321;AB;+;F;08-04-1969;154-5533 Erat St.;4471-991;Coimbra;Portugal;velit.dui.semper@duisemper.net;269994396;982388259
946019;Lareina Potts;951113761;B;+;M;11-08-1967;363-1945 Vitae Av.;4928-138;Barcelos;Portugal;dignissim.Maecenas.ornare@congue.net;281925316;927827375
301647;Clare Campos;420914045;A;+;M;27-10-1974;411-3556 Mauris Rd.;4714-847;Barcelos;Portugal;nunc.sed@hendrerit.com;232563555;924431819
780351;Craig Bailey;744856199;A;-;F;04-05-1986;Ap #724-5478 Vitae Rd.;4291-534;Barcelos;Portugal;imperdiet.non.vestibulum@vehiculaetrutrum.org;246592829;964255191
931585;Chadwick Turner;339846562;AB;-;M;11-12-1992;974-3184 Nec Road;4321-873;Guimarães;Portugal;Duis.mi.enim@interdum.org;264951281;968553566
543255;Rebekah Olsen;768939423;AB;+;F;01-03-1990;Ap #343-4678 Morbi St.;4436-214;Porto;Portugal;auctor.quis.tristique@mollisdui.com;252786314;915666559
742241;Dolan Blankenship;322343628;AB;+;M;28-06-1963;P.O. Box 225, 3209 Tempor Av.;4584-993;Coimbra;Portugal;magna.Praesent@utnisi.edu;286925372;968942987
436233;Dennis Moody;175110141;B;-;M;13-03-1957;P.O. Box 102, 6935 Sed Street;4996-372;Braga;Portugal;purus.gravida.sagittis@arcu.com;264157545;968744426
305904;Marah Lott;958444861;O;-;F;10-03-1956;3885 Massa. Road;4391-274;Braga;Portugal;Sed@bibendum.ca;255142912;963597171
138650;Colleen Fowler;396254387;B;-;M;03-10-1970;P.O. Box 556, 9335 Donec St.;4814-831;Braga;Portugal;neque.vitae.semper@netusetmalesuada.org;281629788;941262447
910507;Eden Trujillo;778007820;AB;-;M;30-10-1973;P.O. Box 337, 363 Nulla St.;4181-713;Coimbra;Portugal;feugiat@luctus.net;296535378;991435365
902736;Francis Morales;973223869;O;-;M;02-11-1960;983-5189 Curabitur Av.;4896-812;Braga;Portugal;risus.quis@Maurisvestibulumneque.org;229949588;993669647
847272;Harlan Reese;150894174;B;+;F;03-03-1959;P.O. Box 877, 581 Malesuada Rd.;4737-511;Porto;Portugal;Nullam.nisl.Maecenas@non.net;268997597;971487681
233612;Ainsley Whitaker;978533745;AB;-;F;29-01-1979;8611 Dictum Av.;4697-541;Guimarães;Portugal;faucibus.ut.nulla@liberolacus.org;259569889;979667295
588250;Yvette Christensen;471676167;O;+;F;14-08-1989;Ap #298-6061 Montes, St.;4117-343;Braga;Portugal;eget@aliquam.net;227745496;957619327
393634;Scarlett Potts;492638420;AB;-;M;05-04-1974;114-2259 Vel Street;4478-478;Coimbra;Portugal;adipiscing.ligula.Aenean@semvitaealiquam.com;269926644;938944324
282113;Giselle Gentry;646590084;O;-;M;11-11-1987;7140 Dis Street;4396-755;Porto;Portugal;egestas.Fusce.aliquet@massa.edu;295449145;926779137
473442;Haviva Flowers;975054923;A;-;F;29-06-1993;8027 Scelerisque Rd.;4142-266;Guimarães;Portugal;Phasellus.vitae@nec.com;291134161;933667112
601568;Harlan Conrad;861247951;A;-;F;20-11-1965;Ap #981-9352 Donec Road;4818-457;Porto;Portugal;malesuada@eleifendegestas.net;234251865;969311418
572888;Quail William;523089236;O;+;F;09-07-1981;Ap #762-6310 Mauris Rd.;4225-669;Braga;Portugal;leo.Morbi@liberoduinec.ca;288692888;992882334
879021;Olivia Barber;617837272;O;+;M;17-04-1974;P.O. Box 870, 7755 Sagittis Ave;4329-623;Porto;Portugal;Nulla@congueturpisIn.ca;293791889;987972748
944652;Walker Brewer;882704204;AB;+;M;08-06-1978;313-3634 Euismod Street;4148-146;Braga;Portugal;massa@vitaeeratVivamus.net;225867632;947974639
379641;Keiko Wolf;982539873;A;-;M;05-07-1977;1507 Donec Street;4138-853;Lisboa;Portugal;eu.nulla@vitae.org;258249541;959618948
311274;Brielle Morrow;728165154;AB;-;F;13-08-1986;317-3069 Ridiculus Rd.;4651-753;Lisboa;Portugal;dolor.sit@viverraDonec.edu;293468296;932666924
665365;Maite Stephens;520132265;B;-;F;27-06-1960;P.O. Box 805, 4354 Id, Av.;4675-413;Barcelos;Portugal;dui@arcu.net;282113456;937418136
596224;Jacqueline Cannon;156344659;O;+;M;19-05-1984;5237 Vitae Rd.;4273-141;Braga;Portugal;magna@VivamusnisiMauris.ca;253453452;921877678
859494;Claire Mccarty;719757524;A;-;F;13-08-1975;289-7578 Cum Avenue;4749-113;Guimarães;Portugal;quis@velmauris.edu;264514157;971781264
805306;Giacomo Underwood;445417704;O;-;F;02-06-1985;2107 Fames St.;4221-669;Barcelos;Portugal;Praesent.eu@quisarcu.com;243949764;946766469
680586;Amena Floyd;646410808;O;+;F;12-01-1983;P.O. Box 273, 8649 Hendrerit Rd.;4513-497;Lisboa;Portugal;ultricies.dignissim.lacus@etmalesuadafames.org;214781156;922733864
745459;Wynter Mayer;419704813;A;+;M;25-11-1969;620-3136 Mauris. Ave;4613-229;Barcelos;Portugal;magnis.dis.parturient@parturientmontes.co.uk;232178211;964137755
229402;MacKenzie Morrison;377731179;AB;+;M;26-10-1983;Ap #700-8264 Massa Ave;4934-575;Lisboa;Portugal;id.blandit.at@laoreetliberoet.co.uk;268647338;921455665
670886;Forrest Riley;100938969;O;+;M;16-05-1975;427-9132 Ultricies Street;4955-232;Braga;Portugal;lobortis.tellus@dolordolortempus.com;228376214;967873838
558280;Daquan Everett;857693958;O;+;M;07-07-1962;P.O. Box 385, 579 Est Rd.;4566-122;Coimbra;Portugal;Nullam.feugiat.placerat@rutrum.edu;297466239;973781573
844075;Yoko Bender;671726152;A;-;M;09-07-1992;2789 Fringilla Av.;4792-699;Porto;Portugal;in.sodales@eunibh.co.uk;266859476;984963833
834931;Shelley Norris;538340119;O;-;M;02-01-1973;3994 Proin Street;4876-721;Braga;Portugal;Cum.sociis@hendreritDonecporttitor.com;279329282;982537813
442374;Yael Blake;811775360;O;+;M;02-09-1972;986-610 Lobortis St.;4499-369;Braga;Portugal;mi@natoque.net;289654166;993363681
970543;Nyssa Sears;551041913;A;-;M;25-09-1968;P.O. Box 272, 335 Augue, Ave;4339-235;Porto;Portugal;neque.tellus@risusNullaeget.com;291774653;954321496
453030;Charles Cain;487031633;B;+;F;25-04-1990;479-7219 Cursus Avenue;4254-955;Barcelos;Portugal;nulla.at.sem@adipiscinglobortis.co.uk;238949622;942184115
406765;Quincy Scott;460521568;B;+;M;06-04-1977;P.O. Box 726, 7597 Malesuada Ave;4395-389;Braga;Portugal;vitae.sodales.nisi@cursuset.ca;252673277;984168376
706542;Fulton Cox;826138671;B;+;M;06-01-1976;P.O. Box 422, 3233 Nunc. Rd.;4628-882;Barcelos;Portugal;consequat@gravidamaurisut.co.uk;266641452;943177514
554988;BRUNO SILVA;123456786;AB;-;M;01-01-1981;Rua Nova Santa Cruz;4700-383;BRAGA;PORTUGAL;white_phoenix_tear@hotmail.com;253269014;932847455
112782;Arquimedes de Sousa;123456788;A;+;M;25-06-1986;RUA;0000-000;BRAGA;PORTUGAL;None;None;None
399115;Sara Henriques;987654321;AB;+;F;25-05-1985;rua onde moro;1234-343;PORTO;PORTUGAL;None;253268014;None
907815;Neusa Saraiva;123456787;A;+;F;28-06-1984;abra;3333-222;Lisboa;PORTUGAL;None;None;None
798908;Vânia Elisabete dos Santos Vilaça;234554323;O;+;F;07-02-1985;Rua da Estrada 1º esquerdo;4700-211;VÁRZEA;PORTUGAL;psivania@gmail.com;None;936135803
649078;Domingos Manuel Machado Silva;222222221;B;-;M;25-11-1988;Rua do Taxa;4700-001;BRAGA;PORTUGAL;mingos.mufassa@gmail.com;253104152;None
321644;David Golias;123321123;AB;+;M;01-01-1970;Abracadabra Norte 1ºEsquerdo;1111-111;BRAGA;Portugal;david_vs_golias@olhomail.com;233333333;933333333
756494;Super Mário;222222222;O;-;M;01-01-1980;Kuppaville castle;1111-111;Guimarães;Portugal;super.mario.all.stars@nintendo.com;222222222;999999999
883111;Daniel José da Silva Saraiva;123654321;A;-;M;12-06-1986;Santa Tecla;1234-321;Braga;Portugal;daniel.j.s@gmail.com;253269014;966696444
408356;Luís Miguel Mouta Aguiar;987654123;O;-;M;01-11-1988;Rua da Aldeia;4000-300;Braga;Portugal;aguiarluis2020@gmail.com;None;969595020
408355;Teste;981654122;O;-;M;02-11-1947;Rua Teste;0000-000;Braga;Portugal;None;None;None
